dataset_id,batch,original_filename,ext,storage_path,width,height,orientation,corrupted,corrupt_reason,file_size_bytes,sha1,duplicate_of,phash,house_group_id,split,status
0146,batch1,0170.webp,webp,roofline/images/0146.webp,1448,1086,landscape,False,,434076,c760b9387c3081ff95d571d7299d71c895ccf9c7,,98d8a35c8e3b6e92,HG-0146,train,pending
0147,batch1,0171.webp,webp,roofline/images/0147.webp,1536,1152,landscape,False,,478632,6bb5eefedaa3d1e7cb4a3daa9eca4cfd8da56767,,b33898048fcc57be,HG-0147,val,pending
0148,batch1,0172.webp,webp,roofline/images/0148.webp,1536,1020,landscape,False,,425010,3a7ee6a83453f17642d2c5e4fa1e6af0616dc4bb,,acbcde035363a4e8,HG-0148,train,pending
0149,batch1,0174.webp,webp,roofline/images/0149.webp,1536,1152,landscape,False,,381440,ad0ce84217e0fc54d385b5eeddc2961f4571f9b5,,ca2a95f532f2c42d,HG-0149,train,pending
0150,batch1,0176.webp,webp,roofline/images/0150.webp,1536,1152,landscape,False,,523076,c35feaa868ada026701c077c17c5357e6e516d5e,,85d5990d2db9693a,HG-0150,train,pending
0151,batch1,0177.webp,webp,roofline/images/0151.webp,1536,1066,landscape,False,,566712,6e3af5a01dae546743dcd6ce37d891d13e4c4c47,,8782d0e87872fe74,HG-0151,train,pending
0152,batch1,0178.webp,webp,roofline/images/0152.webp,1536,1152,landscape,False,,762372,d78311f5088c309a53ea3f330653f21318dbda0c,,d3d3c8a43636f831,HG-0152,train,pending
0153,batch1,0179.webp,webp,roofline/images/0153.webp,1920,1280,landscape,False,,450218,911c1f1db29d9ed62465c1966884a720d8ecd9cd,,85857a5e5c6923e3,HG-0153,val,pending
0154,batch1,0180.webp,webp,roofline/images/0154.webp,1920,1280,landscape,False,,549470,d9390ba087244c420e116771b4e8711941a19ef1,,aee4cc855723a17c,HG-0154,train,pending
0155,batch1,0181.webp,webp,roofline/images/0155.webp,1279,853,landscape,False,,315124,6976563135f3f840399d6d5b633749a3e00f441b,,a7979f6941e58862,HG-0155,holdout,pending
0156,batch1,0182.webp,webp,roofline/images/0156.webp,1536,1152,landscape,False,,216282,60e766e38c3ec20ce260c2cac99de8b5e6e11e05,,a3e718909dcd626b,HG-0156,train,pending
0157,batch1,0184.webp,webp,roofline/images/0157.webp,1536,1066,landscape,False,,289890,a2f729f9bc20f7e0a7bded6f225ee7b4c381c202,,d66ae25615671d45,HG-0157,holdout,pending
0158,batch1,0185.webp,webp,roofline/images/0158.webp,1536,1152,landscape,False,,717242,20ec3ed06e1f61e6d9fdc0c6f0a1f1babc96577c,,b637892d08db72c6,HG-0158,holdout,pending
0159,batch1,0186.webp,webp,roofline/images/0159.webp,1536,1152,landscape,False,,563568,2bde269a5624c1dd93432c026773504504c065f2,,b7c4aab31913783c,HG-0159,train,pending
0160,batch1,0187.jpg,jpg,roofline/images/0160.jpg,960,720,landscape,False,,156512,51b01ba4639c4c747fe0b582e296f4866fd60be3,,f3b38fc4d458a88c,HG-0160,train,pending
0161,batch1,0188.webp,webp,roofline/images/0161.webp,1536,1152,landscape,False,,261762,66cb67a94343a24ca6695e81075db3b2793c0367,,a5fa9d6806349ac7,HG-0161,train,pending
0162,batch1,0189.webp,webp,roofline/images/0162.webp,1536,1152,landscape,False,,472916,d3755db170f0e25e334f55a558a052ea886f2f30,,80fabb3948999e6a,HG-0162,train,pending
0163,batch1,0190.webp,webp,roofline/images/0163.webp,1536,1152,landscape,False,,403256,6941c674c916e74155a2b615a6de73836320f46c,,9c0ec733c817b6e8,HG-0163,train,pending
0164,batch1,0192.webp,webp,roofline/images/0164.webp,1536,1152,landscape,False,,501750,2085f1265fc03e9577ace7e2c63059d4a79d4f17,,a2486bf37ccda360,HG-0164,holdout,pending
0165,batch1,0194.webp,webp,roofline/images/0165.webp,1536,1152,landscape,False,,718846,eb5dcc175b3539f0f5cea8a8bbe831ee5e237d3a,,d319972c61cccb4e,HG-0165,holdout,pending
0166,batch1,0195.webp,webp,roofline/images/0166.webp,1536,1152,landscape,False,,306756,7e70b4f52440398e4f898d28cea98c128768c7b6,,d62ae9d91ad6c261,HG-0166,train,pending
0167,batch1,0196.webp,webp,roofline/images/0167.webp,1536,1152,landscape,False,,470714,a0b556b004065ad29a4a8b65f03d2b9c29c2d201,,bff882b0384fc7a0,HG-0167,train,pending
0168,batch1,0198.jpg,jpg,roofline/images/0168.jpg,1024,572,landscape,False,,110616,80657ff9f62b0f90d118648d0e3986d4d58f43ec,,a53bda7c83246ac5,HG-0168,val,pending
0169,batch2,b2-001.jpeg,jpeg,roofline/images/0169.jpeg,3024,4032,portrait,False,,2375782,b32fc7f2d288b41a7cc0c44f15a92acc17089435,,c0a080d03affff63,HG-0169,val,pending
0170,batch2,b2-002.jpeg,jpeg,roofline/images/0170.jpeg,3024,4032,portrait,False,,3240395,2f7e86ba91a9b9571b8ef28af19a04e7c294b6d5,,a56b9ac5330ae0dd,HG-0170,holdout,pending
0171,batch2,b2-003.jpeg,jpeg,roofline/images/0171.jpeg,3024,4032,portrait,False,,2995666,611760dfd786c78481cc4b71ace48774dccd476a,,f7c6822b70c3b0d9,HG-0171,train,pending
0172,batch2,b2-004.jpeg,jpeg,roofline/images/0172.jpeg,3024,4032,portrait,False,,3052612,6b109af5a20ed787c8a3d8292761c2276a5688a1,,a18edee462be1649,HG-0172,train,pending
0173,batch2,b2-005.jpeg,jpeg,roofline/images/0173.jpeg,5712,4284,landscape,False,,6468550,55da38970091435d9bdd51760c8c1382a156c927,,c890a2a48e1dff6b,HG-0173,train,pending
0174,batch2,b2-006.jpeg,jpeg,roofline/images/0174.jpeg,4284,5712,portrait,False,,4513198,fc2657100b128bb2055a1dcecac8995615d7f82b,,80d0d61bb4fe61c7,HG-0174,train,pending
0175,batch2,b2-007.jpeg,jpeg,roofline/images/0175.jpeg,4284,5712,portrait,False,,4855404,4173c8e78364e321f75a81d7cec37ba32c1de236,,b50a8e75629df48a,HG-0175,train,pending
0176,batch2,b2-008.jpeg,jpeg,roofline/images/0176.jpeg,4284,5712,portrait,False,,2899103,bde414532337f15384633d0d6bd217c0b3a32a5b,,ba95db39968912a6,HG-0176,train,pending
0177,batch2,b2-009.jpeg,jpeg,roofline/images/0177.jpeg,4284,5712,portrait,False,,5335842,d636fba3a770888e9019361de4f50eff8b673c98,,b1a7cc52f0a9f348,HG-0177,val,pending
0178,batch2,b2-010.jpeg,jpeg,roofline/images/0178.jpeg,4284,5712,portrait,False,,6302800,b67e6d73a746f7d7629e38ec19fc6a1e41dc9fd4,,9fc6e815c3a4d925,HG-0178,train,pending
0179,batch2,b2-011.jpeg,jpeg,roofline/images/0179.jpeg,4284,5712,portrait,False,,3917123,7f2b442878e76250f6bd9db2ec95e98e3650c96d,,f3ec8449b93e4ac4,HG-0179,val,pending
0180,batch2,b2-012.jpeg,jpeg,roofline/images/0180.jpeg,4284,5712,portrait,False,,3688995,58e47308025b8a47fc58f365d2bf1a89c768976c,,d0d65427713dc61b,HG-0180,val,pending
0181,batch2,b2-013.jpeg,jpeg,roofline/images/0181.jpeg,4032,3024,landscape,False,,2791928,cf1c4677594be14a059e1fd98e1b5e98f46d146b,,ddd6de40a49c7390,HG-0181,train,pending
0182,batch2,b2-014.jpeg,jpeg,roofline/images/0182.jpeg,4284,5712,portrait,False,,5467902,a46f539fe30d2f2f338cfc4f5b07b783d58d329c,,efa9a15e8a181fa1,HG-0182,val,pending
0183,batch2,b2-015.jpeg,jpeg,roofline/images/0183.jpeg,4032,3024,landscape,False,,3833464,74a10a3418224117c8b1b4d72e07a1638c0f7847,,d7974ee1207836c6,HG-0183,train,pending
0184,batch2,b2-016.jpeg,jpeg,roofline/images/0184.jpeg,5712,4284,landscape,False,,6903181,9a1c60983d3f696768a75a8cfcf9cfa095cc84c6,,87b48e5a9c6dd906,HG-0184,train,pending
0185,batch2,b2-017.jpeg,jpeg,roofline/images/0185.jpeg,4284,5712,portrait,False,,4245106,8beb0c7094b2ca06c37ada297d618593c18e980f,,fcf0c30650baae63,HG-0185,train,pending
0186,batch2,b2-018.jpeg,jpeg,roofline/images/0186.jpeg,3024,4032,portrait,False,,3293008,1a240687e4762c871d3764696c81f6a289ec0c3e,,aa8d4be05733e10f,HG-0186,val,pending
0187,batch2,b2-019.jpeg,jpeg,roofline/images/0187.jpeg,5712,4284,landscape,False,,6696265,82eb44e560bda3067a36b6261f977cd478c045e5,,c3a18fce09d96536,HG-0187,train,pending
0188,batch2,b2-020.jpg,jpg,roofline/images/0188.jpg,4032,3024,landscape,False,,3344365,f99bb44cf3c99c0f6ba7841fe3f123776ba07acc,,c839a28f66e48b79,HG-0188,train,pending
0189,batch2,b2-021.jpg,jpg,roofline/images/0189.jpg,4032,3024,landscape,False,,2901643,2acdc264637da7d56b2ec9d8dfc4c3059ce5dc39,,d78dd82acb6e11d0,HG-0189,train,pending
0190,batch2,b2-022.jpg,jpg,roofline/images/0190.jpg,5712,4284,landscape,False,,5393505,fef079cf2664eb43978c61b6338d2f07263a7daf,,c686d578b04d17cb,HG-0190,holdout,pending
0191,batch2,b2-023.jpg,jpg,roofline/images/0191.jpg,5712,4284,landscape,False,,4352088,28c87ebfd69b1e79cf8e318f2ab0021ec149e9bb,,c0966c651daad9cb,HG-0191,train,pending
0192,batch2,b2-024.jpg,jpg,roofline/images/0192.jpg,5712,4284,landscape,False,,3745281,d08e21b5a771bcf776bb792e5dfa9312c26035e4,,f6a16bc2097cd91c,HG-0192,holdout,pending
0193,batch2,b2-025.jpeg,jpeg,roofline/images/0193.jpeg,5712,4284,landscape,False,,4558016,a48b7a23a11fa4fa57cdce7ac555b954619fa13f,,e3d1a37594e438e8,HG-0193,train,pending
0194,batch2,b2-026.webp,webp,roofline/images/0194.webp,1536,1152,landscape,False,,381174,797875528789ae5511dca7772629ecb66d34c153,,cdb0c2dea985b6b0,HG-0194,val,pending
0195,batch2,b2-027.webp,webp,roofline/images/0195.webp,1920,1280,landscape,False,,272744,8993ae969922583b3f547f9a6fe4d4a7e91cdcd1,,d0d5fda40709e06f,HG-0195,train,pending
0196,batch2,b2-028.webp,webp,roofline/images/0196.webp,1536,1152,landscape,False,,216560,ad2df6aed40a89f787a63ad60a4537b1cafa68e5,,824aefb71448c96f,HG-0196,train,pending
0197,batch2,b2-029.webp,webp,roofline/images/0197.webp,1920,1280,landscape,False,,349914,4cae03deeb82c6a7a680036a638b08e401de2849,,8181a4aa7a75d7cb,HG-0197,train,pending
0198,batch2,b2-030.webp,webp,roofline/images/0198.webp,1024,688,landscape,False,,109236,dd954a28b05a2243f2aa03542cb60208099626f4,,9186cd5562bf89ac,HG-0198,holdout,pending
0199,batch2,b2-031.webp,webp,roofline/images/0199.webp,1193,789,landscape,False,,345212,66ae0fe44348d9ffbbb06b5cb7637fa84022bc0c,,c4c6cf2f3b7282a4,HG-0199,train,pending
0200,batch2,b2-032.webp,webp,roofline/images/0200.webp,1536,1152,landscape,False,,473514,9daf3ae539868649b2cad3fc19e7859c67cd1f38,,9879a439696f5a16,HG-0200,train,pending
0201,batch2,b2-033.webp,webp,roofline/images/0201.webp,1024,683,landscape,False,,343958,d8e7e29759bb31070282c48f04d428db34d31bdd,,803cbfcb695e9e40,HG-0201,holdout,pending
0202,batch2,b2-034.webp,webp,roofline/images/0202.webp,1536,1152,landscape,False,,634722,18d08eb2b43a5e972319a6e6302deb9b0b8aaeb4,,b690a83dd153c6b6,HG-0202,train,pending
0203,batch2,b2-035.webp,webp,roofline/images/0203.webp,1536,900,landscape,False,,277284,0d9d083d561b7c62ed50f006ec6c6aeae00d2ab7,,8f1fa3c718306ee8,HG-0203,holdout,pending
0204,batch2,b2-036.webp,webp,roofline/images/0204.webp,1536,1023,landscape,False,,430800,3657c36c52b083e11dc7104bbed6c4ccad25b55b,,881ba72d58fcea1a,HG-0204,train,pending
0205,batch2,b2-037.webp,webp,roofline/images/0205.webp,1536,1066,landscape,False,,297690,e6ef035428cc4a11f5395e6d4e6547401425fe25,,985931b62e8d49f6,HG-0205,train,pending
0206,batch2,b2-038.jpg,jpg,roofline/images/0206.jpg,3840,2160,landscape,False,,2564255,5471acd74fefd4c5e8cfaf850c0211fb009b4163,,ed95e220565ac774,HG-0206,val,pending
0207,batch2,b2-039.jpeg,jpeg,roofline/images/0207.jpeg,5712,4284,landscape,False,,6776301,f89205d5c9d90929fc422e946edb5fd36c1c8be6,,cbbbcd10a0ac3675,HG-0207,train,pending
0208,batch2,b2-040.jpeg,jpeg,roofline/images/0208.jpeg,5712,4284,landscape,False,,6124490,3fad154bda302ddbbb847474980151202f2db2c4,,c785d8727de0299a,HG-0208,train,pending
0209,batch2,b2-041.jpeg,jpeg,roofline/images/0209.jpeg,5712,4284,landscape,False,,5295920,a3ba6a18d3cb62202d9faade8e541a0ad2178a31,,8de18c6c0fc676b4,HG-0209,val,pending
0210,batch2,b2-042.jpeg,jpeg,roofline/images/0210.jpeg,5712,4284,landscape,False,,5730977,a9efabfb8caa481a55487ec6361692cde08a2367,,eab88c2797750f60,HG-0210,train,pending
0211,batch2,b2-043.jpeg,jpeg,roofline/images/0211.jpeg,5712,4284,landscape,False,,4619878,a1f52dbca40ac342fa7a19f9078c8eb5f0edf4e9,,88d4d21b3c6f438f,HG-0211,train,pending
0212,batch2,b2-044.jpeg,jpeg,roofline/images/0212.jpeg,4284,5712,portrait,False,,4220503,dede209336341ab3817884e599f91255d39c4496,,abaecc5173a6109e,HG-0212,train,pending
0213,batch2,b2-045.jpeg,jpeg,roofline/images/0213.jpeg,5712,4284,landscape,False,,6052135,05bea5688bc91cc37dc11f8aded95966457afea5,,99bcb846f460c9b3,HG-0213,holdout,pending
0214,batch2,b2-046.jpeg,jpeg,roofline/images/0214.jpeg,4284,5712,portrait,False,,8204441,b3e7d7fd589d8bee1e410119a6b904a9dbb59e4a,,c46ebbb34024f5c9,HG-0214,train,pending
0215,batch2,b2-047.jpeg,jpeg,roofline/images/0215.jpeg,5712,4284,landscape,False,,5640004,0844233ef7f5fc068ff1bd65dafd5ba124b03cec,,d28dad24d3729c87,HG-0215,train,pending
0216,batch2,b2-048.jpeg,jpeg,roofline/images/0216.jpeg,4284,5712,portrait,False,,7865999,5c27da04cedd14a29d819ee3ea07d326d8c37c51,,f8fafc2c84a02a3b,HG-0216,val,pending
0217,batch2,b2-049.jpeg,jpeg,roofline/images/0217.jpeg,4284,5712,portrait,False,,7296473,30b57805136bcb71a47356e2ee9114632db021f0,,8d1dabefc7460341,HG-0217,train,pending
